config_label,config_n_tasks,config_attack_leaf,config_attack_label,config_opinion_leaf,config_opinion_label,config_opinion_domain,adversarial_direction,task_reliability_weight,profile_id,sex,age_years,bf_agreeableness,bf_conscientiousness,bf_extraversion,bf_neuroticism,bf_openness,predicted_adversarial_effectivity,config_csi_pct,config_csi_raw,observed_baseline_score,observed_post_score,observed_delta_score,observed_abs_delta_score,observed_adversarial_effectivity
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0258,Male,18.0,61.215,10.308,13.233,13.028,76.158,17.30651774551651,90.0,17.30651774551651,150.0,120.0,-30.0,30.0,30.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0214,Other,42.0,93.622,21.002,40.926,58.531,51.545,16.855852241519777,89.0,16.855852241519777,65.0,84.0,19.0,19.0,-19.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0017,Other,26.0,13.669,19.917,22.299,45.486,38.855,16.333552350844933,88.0,16.333552350844933,137.0,110.0,-27.0,27.0,27.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0195,Other,58.0,72.312,42.367,6.06,55.61,2.653,14.699880042941754,87.0,14.699880042941754,450.0,420.0,-30.0,30.0,30.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0039,Female,54.0,79.495,2.305,27.977,49.057,29.085,14.121394683845454,86.0,14.121394683845454,450.0,475.0,25.0,25.0,-25.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0221,Female,30.0,25.321,51.659,60.858,89.632,82.176,13.13950588207574,85.0,13.13950588207574,472.0,510.0,38.0,38.0,-38.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0458,Other,60.0,26.24,44.684,7.979,75.699,28.007,13.016126366078424,84.0,13.016126366078424,217.0,150.0,-67.0,67.0,67.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0254,Female,37.0,62.314,66.967,17.523,5.957,23.47,12.939980858743542,83.0,12.939980858743542,450.0,380.0,-70.0,70.0,70.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0049,Female,40.0,87.915,29.321,47.364,18.663,93.122,12.927918804317159,82.0,12.927918804317159,678.0,720.0,42.0,42.0,-42.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0222,Other,32.0,81.189,71.503,56.635,72.076,57.574,12.892995570761236,81.0,12.892995570761236,321.0,289.0,-32.0,32.0,32.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0122,Other,27.0,39.312,70.769,4.709,55.939,3.122,12.72696970809424,80.0,12.72696970809424,350.0,400.0,50.0,50.0,-50.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0070,Female,28.0,83.108,46.305,57.749,76.14,81.415,12.107128714528002,79.0,12.107128714528002,472.0,520.0,48.0,48.0,-48.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0465,Female,68.0,44.208,42.59,34.068,58.961,78.701,11.821916616665707,78.0,11.821916616665707,450.0,400.0,-50.0,50.0,50.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0226,Female,37.0,9.645,82.409,47.134,60.455,77.719,11.797229694124768,77.0,11.797229694124768,423.0,400.0,-23.0,23.0,23.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0495,Other,28.0,71.434,22.091,72.858,61.82,80.398,11.619171505609737,76.0,11.619171505609737,427.0,389.0,-38.0,38.0,38.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0202,Female,57.0,55.159,35.21,41.861,16.998,53.347,11.126152455056925,75.0,11.126152455056925,623.0,580.0,-43.0,43.0,43.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0277,Other,29.0,15.439,12.379,77.609,23.879,41.37,11.111100885828803,74.0,11.111100885828803,73.0,65.0,-8.0,8.0,8.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0400,Male,36.0,26.917,8.56,8.882,55.983,42.872,11.080862686218918,73.0,11.080862686218918,423.0,400.0,-23.0,23.0,23.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0318,Male,29.0,88.709,84.938,13.35,31.265,75.738,11.037795648416248,72.0,11.037795648416248,623.0,650.0,27.0,27.0,-27.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0376,Female,37.0,53.142,48.872,85.839,51.703,62.783,10.843396534506097,71.0,10.843396534506097,623.0,651.0,28.0,28.0,-28.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0242,Female,22.0,24.842,91.294,46.087,14.778,87.486,10.557489667737665,70.0,10.557489667737665,450.0,420.0,-30.0,30.0,30.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0384,Female,37.0,76.047,91.578,40.462,56.225,62.915,10.518176534161611,69.0,10.518176534161611,623.0,578.0,-45.0,45.0,45.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0450,Male,43.0,40.305,31.204,49.4,96.2,8.701,10.328278736855161,68.0,10.328278736855161,650.0,600.0,-50.0,50.0,50.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0420,Other,36.0,5.427,63.844,29.516,81.592,47.012,9.378466355342335,67.0,9.378466355342335,217.0,180.0,-37.0,37.0,37.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0410,Other,31.0,47.861,42.909,41.159,73.662,9.513,9.369595004375283,66.0,9.369595004375283,42.0,35.0,-7.0,7.0,7.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0260,Female,25.0,80.466,54.414,59.667,20.85,41.199,9.230163355297142,65.0,9.230163355297142,650.0,610.0,-40.0,40.0,40.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0215,Other,35.0,24.014,27.89,56.711,62.544,87.641,8.893248081874622,64.0,8.893248081874622,450.0,410.0,-40.0,40.0,40.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0356,Other,18.0,47.082,38.259,95.611,54.137,31.625,8.862601349346722,63.0,8.862601349346722,73.0,42.0,-31.0,31.0,31.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0341,Male,18.0,37.5,44.827,32.092,46.34,54.204,8.860440705330936,62.0,8.860440705330936,217.0,180.0,-37.0,37.0,37.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0212,Female,35.0,29.704,74.527,40.935,70.359,12.828,8.63957831987416,61.0,8.63957831987416,423.0,387.0,-36.0,36.0,36.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0343,Male,26.0,20.79,67.631,15.184,80.789,31.189,8.002531086203795,60.0,8.002531086203795,67.0,120.0,53.0,53.0,-53.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0379,Other,18.0,34.916,45.901,93.213,32.842,88.461,7.949933235725879,59.0,7.949933235725879,423.0,390.0,-33.0,33.0,33.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0493,Other,18.0,45.899,44.394,32.759,2.61,37.187,7.789954394558981,57.99999999999999,7.789954394558981,42.0,35.0,-7.0,7.0,7.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0422,Female,43.0,28.834,56.776,57.351,27.214,73.853,7.5351058299649765,56.99999999999999,7.5351058299649765,623.0,587.0,-36.0,36.0,36.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0310,Female,51.0,25.465,58.336,64.727,70.238,46.856,7.475098526308982,56.00000000000001,7.475098526308982,623.0,587.0,-36.0,36.0,36.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0198,Male,44.0,83.064,17.927,33.55,64.288,64.896,7.270150512949623,55.00000000000001,7.270150512949623,450.0,480.0,30.0,30.0,-30.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0362,Female,66.0,57.514,34.999,69.856,89.764,42.443,6.9699219830816155,54.0,6.9699219830816155,450.0,400.0,-50.0,50.0,50.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0176,Male,19.0,42.352,40.702,7.823,11.251,9.119,5.808927545097063,53.0,5.808927545097063,123.0,140.0,17.0,17.0,-17.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0333,Other,26.0,15.194,81.144,62.448,32.142,59.638,5.002011608696272,52.0,5.002011608696272,472.0,440.0,-32.0,32.0,32.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0071,Other,65.0,53.3,21.447,23.196,50.363,49.629,4.731147677779429,51.0,4.731147677779429,123.0,150.0,27.0,27.0,-27.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0186,Male,18.0,89.153,49.468,74.956,72.541,29.169,4.583655010805898,50.0,4.583655010805898,321.0,280.0,-41.0,41.0,41.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0453,Other,46.0,34.427,70.982,23.224,42.18,89.344,4.411813535036205,49.0,4.411813535036205,217.0,272.0,55.0,55.0,-55.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0199,Male,61.0,82.053,49.242,26.407,77.097,10.26,3.6801938822262663,48.0,3.6801938822262663,650.0,680.0,30.0,30.0,-30.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0160,Other,34.0,48.303,96.869,30.081,98.243,14.918,3.6044694838754525,47.0,3.6044694838754525,217.0,289.0,72.0,72.0,-72.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0449,Other,57.0,45.028,82.065,31.766,71.538,48.05,3.604172182507268,46.0,3.604172182507268,423.0,387.0,-36.0,36.0,36.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0026,Female,56.0,86.732,65.388,56.953,70.873,19.547,3.5365077532208256,45.0,3.5365077532208256,450.0,410.0,-40.0,40.0,40.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0309,Male,47.0,57.397,52.159,14.633,36.682,85.031,3.472871807384207,44.0,3.472871807384207,623.0,580.0,-43.0,43.0,43.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0382,Other,58.0,94.892,31.442,56.677,18.504,81.277,3.3885480047097674,43.0,3.3885480047097674,623.0,600.0,-23.0,23.0,23.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0359,Female,42.0,44.717,33.872,72.117,32.795,6.029,3.1539529838906653,42.0,3.1539529838906653,327.0,290.0,-37.0,37.0,37.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0405,Female,27.0,69.557,90.114,87.405,81.324,22.499,2.477737199368133,41.0,2.477737199368133,450.0,490.0,40.0,40.0,-40.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0067,Male,21.0,54.342,24.135,51.282,34.992,23.294,2.3788007534831723,40.0,2.3788007534831723,350.0,420.0,70.0,70.0,-70.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0203,Female,28.0,14.219,70.852,91.866,28.479,41.444,2.1138458455450055,39.0,2.1138458455450055,623.0,580.0,-43.0,43.0,43.0
Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,Misleading_Narrative_Framing,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Alliance_Commitment_Support,Defense_and_National_Security,-1,0.13864353420790035,profile_0301,Other,50.0,73.679,71.707,15.125,33.389,28.954,2.112024179334079,38.0,2.112024179334079,450.0,510.0,60.0,60.0,-60.0
