scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_susceptibility_index,profile_cont_resilience_index,profile_cat_sex
scenario_0011,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,0,CONTROL_NONE,312.0,308.0,-4.0,profile_candidate_0108,0.0,0.0,0.0,False,True,0.8,0.9,False,True,0.9,0.9,False,True,False,False,52.0,47.164,40.504,50.63,54.82,65.396,42.195,50.118,27.667,23.097,34.515,21.247,14.256,42.097,27.147,75.354,89.894,83.876,91.428,73.104,75.468,81.521,20.642,32.613,23.162,31.378,26.58,12.514,24.481,77.623,78.325,67.095,76.315,84.838,77.272,76.911,0.3854,0.6146,Female
scenario_0012,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,312.0,95.0,profile_candidate_0144,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,40.0,35.886,35.188,11.634,11.492,0.0,18.444,18.774,80.488,83.424,92.303,78.683,97.772,86.807,86.579,5.892,22.664,12.865,18.72,12.999,7.011,13.358,51.172,45.907,29.632,26.692,49.961,46.778,41.69,38.958,30.505,24.998,32.116,38.615,28.33,32.254,0.3889,0.6111,Male
scenario_0013,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,467.0,44.0,profile_candidate_0191,0.62,0.8,0.9,False,False,0.8,0.9,False,True,0.8,0.9,False,True,False,False,62.0,46.18,63.086,61.2,71.3,69.236,69.749,63.459,75.62,90.865,88.268,90.406,98.021,74.576,86.293,75.395,80.78,89.943,78.76,68.565,67.865,76.885,64.746,45.689,52.589,53.024,60.006,68.494,57.425,26.165,22.985,38.746,41.201,35.03,37.799,33.654,0.404,0.596,Male
scenario_0014,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,0,CONTROL_NONE,123.0,130.0,7.0,profile_candidate_0026,0.0,0.0,0.0,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,45.0,70.18,85.409,67.869,79.271,68.512,72.496,73.956,70.029,70.414,71.2,76.53,57.804,67.677,68.942,2.182,17.711,7.829,14.221,0.0,0.0,6.991,46.637,64.347,37.18,37.607,46.338,36.056,44.694,40.732,58.495,40.054,50.353,62.881,47.714,50.038,0.4162,0.5838,Other
scenario_0015,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,37.0,12.0,-25.0,profile_candidate_0023,0.62,0.8,0.9,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,50.0,41.647,43.88,45.07,46.004,26.64,41.295,40.756,68.5,73.217,62.469,56.971,64.698,92.071,69.654,60.771,53.203,55.68,56.554,59.782,60.313,57.717,53.132,50.291,61.32,57.077,64.998,60.232,57.842,86.697,70.394,93.759,74.361,100.0,95.112,86.721,0.4244,0.5756,Other
scenario_0016,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,0,CONTROL_NONE,450.0,460.0,10.0,profile_candidate_0064,0.0,0.0,0.0,False,True,0.7,0.6,False,False,0.9,0.9,False,True,False,False,18.0,6.777,30.378,13.738,22.464,13.403,24.349,18.518,36.703,38.448,30.054,25.393,25.751,39.409,32.626,68.164,79.63,67.756,58.217,82.806,76.165,72.123,25.657,14.798,24.805,31.998,22.36,15.535,22.525,100.0,85.447,91.642,92.197,86.03,90.403,90.953,0.4338,0.5662,Other
scenario_0017,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,321.0,368.0,47.0,profile_candidate_0190,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,18.0,66.705,69.652,59.367,56.736,62.221,64.083,63.127,80.916,62.334,72.492,78.396,65.779,73.104,72.17,55.756,74.088,58.02,58.951,62.431,64.059,62.217,33.474,20.069,38.893,43.383,44.316,61.695,40.305,71.724,89.835,60.473,65.221,53.713,66.174,67.857,0.4381,0.5619,Other
scenario_0018,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,0,CONTROL_NONE,287.0,292.0,5.0,profile_candidate_0055,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.9,0.9,False,True,False,False,39.0,41.534,46.33,48.089,46.522,44.496,53.13,46.683,49.429,43.206,58.216,59.219,55.553,49.735,52.56,68.626,59.433,68.615,93.763,74.682,60.602,70.953,38.204,46.645,55.241,44.088,47.278,39.632,45.182,76.605,77.589,78.899,85.224,69.088,89.67,79.512,0.4449,0.5551,Other
scenario_0019,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,0,CONTROL_NONE,215.0,220.0,5.0,profile_candidate_0130,0.0,0.0,0.0,False,True,0.8,0.7,False,True,0.9,0.9,False,True,False,False,40.0,84.004,69.336,63.979,70.814,74.665,61.606,70.734,47.088,38.871,33.209,49.306,35.281,38.096,40.308,26.093,13.432,7.768,18.108,4.222,12.38,13.667,38.822,23.766,39.324,23.681,40.336,27.785,32.286,45.669,45.274,37.628,32.604,42.924,44.188,41.381,0.4531,0.5469,Male
scenario_0020,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,150.0,27.0,profile_candidate_0128,0.62,0.8,0.9,False,True,0.0,0.0,True,True,0.7,0.8,False,False,False,False,28.0,99.428,96.743,77.885,77.92,80.682,78.38,85.173,0.592,1.377,9.394,19.499,17.841,14.532,10.539,40.592,28.884,21.252,26.041,27.077,15.942,26.631,20.727,8.179,23.856,8.431,14.646,18.394,15.705,58.007,63.147,68.299,70.205,76.403,64.902,66.827,0.4575,0.5425,Female
scenario_0021,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,0,CONTROL_NONE,150.0,160.0,10.0,profile_candidate_0024,0.0,0.0,0.0,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,61.0,53.398,59.218,66.979,34.095,56.806,54.514,54.168,82.787,84.286,83.955,81.068,73.091,89.678,82.478,80.283,67.165,92.376,78.122,93.044,76.952,81.324,80.498,89.391,82.071,70.71,78.751,79.566,80.165,96.395,85.877,86.735,99.255,79.893,95.11,90.544,0.4615,0.5385,Female
scenario_0022,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,120.0,160.0,40.0,profile_candidate_0076,0.62,0.8,0.9,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,42.0,60.145,46.596,39.353,58.039,51.981,51.886,51.333,69.616,56.836,55.108,64.53,48.854,53.327,58.045,38.214,70.349,67.342,46.507,42.496,57.669,53.763,43.909,36.234,32.152,42.111,52.735,41.266,41.401,19.619,25.72,20.088,15.827,19.225,30.022,21.75,0.4644,0.5356,Male
scenario_0023,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,0,CONTROL_NONE,320.0,310.0,-10.0,profile_candidate_0103,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,57.0,13.449,16.08,15.173,20.312,26.218,13.094,17.387,43.048,43.192,44.108,52.316,54.949,50.976,48.098,55.368,41.042,48.936,46.724,55.825,50.526,49.737,44.851,45.381,51.603,40.573,48.085,45.737,46.038,20.586,24.63,24.315,32.163,29.622,22.716,25.672,0.4688,0.5312,Female
scenario_0024,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,profile_candidate_0045,0.62,0.8,0.9,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,49.0,83.294,90.544,75.245,99.04,96.167,80.301,87.432,66.892,67.189,67.874,58.38,89.431,81.936,71.951,13.203,2.711,19.252,2.793,3.798,5.028,7.798,63.28,60.282,48.375,75.07,64.077,59.085,61.695,52.042,47.062,54.23,55.408,53.273,57.156,53.195,0.4721,0.5279,Other
scenario_0025,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,0,CONTROL_NONE,67.0,72.0,5.0,profile_candidate_0021,0.0,0.0,0.0,False,True,0.8,0.9,False,True,0.8,0.9,False,True,False,False,52.0,43.324,28.806,54.983,23.935,39.746,50.198,40.165,10.77,9.83,0.0,7.295,9.939,19.766,9.6,74.961,70.082,71.653,83.006,70.278,72.694,73.779,27.951,43.893,52.423,24.345,26.701,50.778,37.682,83.042,82.31,89.92,69.279,95.578,95.586,85.952,0.4796,0.5204,Female
scenario_0026,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,0,CONTROL_NONE,187.0,192.0,5.0,profile_candidate_0132,0.0,0.0,0.0,False,True,0.7,0.8,False,True,0.9,0.9,False,True,False,False,69.0,63.748,46.34,45.568,50.406,73.381,53.657,55.517,47.155,57.926,45.064,32.37,40.801,60.775,47.349,28.99,39.452,57.914,59.312,45.467,42.308,45.574,71.674,70.856,82.746,72.095,59.36,78.604,72.556,97.083,90.528,94.689,96.225,100.0,99.897,96.404,0.4892,0.5108,Female
scenario_0027,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,0,CONTROL_NONE,-312.0,-320.0,-8.0,profile_candidate_0183,0.0,0.0,0.0,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,18.0,61.834,67.376,51.055,76.162,80.56,76.227,68.869,27.416,28.895,30.564,30.269,55.004,47.524,36.612,61.517,79.001,58.018,66.757,61.336,71.34,66.328,18.003,19.176,28.15,25.622,17.407,8.197,19.426,2.987,8.224,20.546,1.565,5.517,0.0,6.473,0.4944,0.5056,Male
scenario_0028,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,0,CONTROL_NONE,187.0,193.0,6.0,profile_candidate_0048,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.9,0.9,False,True,False,False,45.0,22.596,27.499,38.821,36.646,18.456,20.068,27.347,24.006,40.026,38.431,22.241,38.807,45.246,34.793,71.447,52.658,61.361,52.037,63.603,37.751,56.476,44.406,44.96,30.14,28.62,45.429,45.584,39.856,19.725,26.059,37.602,31.183,45.89,34.687,32.524,0.4973,0.5027,Female
scenario_0029,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,0,CONTROL_NONE,217.0,234.0,17.0,profile_candidate_0074,0.0,0.0,0.0,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,27.0,72.442,75.49,64.829,71.703,51.448,77.182,68.849,52.631,73.301,62.355,57.566,64.793,57.318,61.327,28.99,18.648,22.655,34.479,21.524,7.336,22.272,50.121,54.791,43.788,56.778,38.425,49.522,48.904,48.358,48.561,47.048,53.902,44.2,42.64,47.452,0.5018,0.4982,Female
scenario_0030,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,0,CONTROL_NONE,215.0,220.0,5.0,profile_candidate_0035,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.9,0.9,False,True,False,False,76.0,71.995,53.744,69.882,77.6,78.313,72.955,70.748,33.244,45.805,43.676,28.293,26.584,43.193,36.799,30.757,19.438,0.0,19.543,11.703,4.496,14.323,59.51,87.382,74.386,55.432,65.335,76.965,69.835,80.103,65.698,86.409,88.988,62.741,73.985,76.321,0.5059,0.4941,Male
scenario_0031,Issue_Position_Taxonomy > Immigration_and_Citizenship > Assimilationism_Support,Immigration_and_Citizenship,Assimilationism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,260.0,43.0,profile_candidate_0016,0.65,0.8,0.9,False,False,0.8,0.7,False,True,0.8,0.9,False,True,False,False,34.0,0.0,17.595,0.566,0.0,13.368,0.0,5.255,67.129,71.865,69.017,84.825,69.195,84.409,74.407,31.814,24.834,18.831,45.148,33.693,23.847,29.694,63.687,67.505,61.332,60.843,79.58,67.169,66.686,56.172,51.534,59.964,49.477,60.363,39.607,52.853,0.5262,0.4738,Other
scenario_0032,Issue_Position_Taxonomy > Immigration_and_Citizenship > Border_Enforcement_Expansion_Support,Immigration_and_Citizenship,Border_Enforcement_Expansion_Support,0,CONTROL_NONE,42.0,45.0,3.0,profile_candidate_0040,0.0,0.0,0.0,False,True,0.8,0.8,False,True,0.8,0.9,False,True,False,False,38.0,36.048,16.719,26.245,26.976,23.089,22.894,25.328,46.591,27.344,51.025,42.137,34.631,38.975,40.117,48.243,47.282,46.6,35.832,36.542,35.915,41.736,52.564,53.555,49.812,50.186,26.815,51.748,47.447,37.64,50.717,38.327,31.914,30.064,38.972,37.939,0.5303,0.4697,Female
scenario_0033,Issue_Position_Taxonomy > Immigration_and_Citizenship > Detention_of_Irregular_Migrants_Acceptance,Immigration_and_Citizenship,Detention_of_Irregular_Migrants_Acceptance,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,-321.0,-280.0,41.0,profile_candidate_0098,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,33.0,46.562,45.817,68.236,57.462,49.42,56.88,54.063,54.879,77.135,40.878,71.632,44.146,57.807,57.746,33.14,24.066,36.925,21.06,32.902,15.025,27.186,52.322,36.963,54.149,65.722,53.229,58.66,53.507,29.067,31.618,22.728,18.139,33.584,33.493,28.105,0.5358,0.4642,Other
scenario_0034,Issue_Position_Taxonomy > Immigration_and_Citizenship > Immigration_Level_Increase_Support,Immigration_and_Citizenship,Immigration_Level_Increase_Support,0,CONTROL_NONE,123.0,118.0,-5.0,profile_candidate_0070,0.0,0.0,0.0,False,True,0.0,0.0,True,True,0.8,0.9,False,True,False,False,55.0,20.337,21.826,16.667,26.639,38.857,12.494,22.803,33.733,31.834,39.348,14.135,18.317,18.609,25.996,26.916,25.069,50.829,35.622,33.55,26.433,33.07,59.961,49.346,45.999,63.29,39.122,50.148,51.311,24.406,47.198,34.382,36.699,28.26,50.657,36.934,0.5415,0.4585,Male
scenario_0035,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,Immigration_and_Citizenship,Multiculturalism_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,180.0,-37.0,profile_candidate_0111,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,61.0,61.158,68.799,61.549,66.027,54.744,50.91,60.531,9.884,10.766,25.443,14.089,11.864,22.183,15.705,58.329,64.018,51.182,73.797,57.255,51.876,59.409,61.812,37.795,60.848,65.475,60.118,35.294,53.557,44.949,43.253,47.012,46.634,40.739,45.491,44.68,0.5546,0.4454,Other
scenario_0036,Issue_Position_Taxonomy > Immigration_and_Citizenship > Temporary_Work_Visas_Expansion_Support,Immigration_and_Citizenship,Temporary_Work_Visas_Expansion_Support,0,CONTROL_NONE,215.0,220.0,5.0,profile_candidate_0166,0.0,0.0,0.0,False,True,0.7,0.8,False,True,0.9,0.9,False,True,False,False,56.0,62.904,59.591,63.828,77.837,61.594,86.824,68.763,38.605,34.604,41.611,43.257,29.93,45.275,38.88,61.215,41.763,58.193,48.247,50.663,29.769,48.308,65.304,65.623,74.411,72.707,63.553,65.519,67.853,62.758,66.348,47.252,70.585,55.118,60.03,60.349,0.5578,0.4422,Male
